id,title,subtitle,authors,publisher,published_date,category,distribution_expense
9783319688374,Essentials of Business Analytics,An Introduction to the Methodology and its Applications,"Bhimasankaram Pochiraju, Sridhar Seshadri",Springer,2019-07-10,Business Analytics,4.55
9781466596092,Business Analytics,An Introduction,Jay Liebowitz,CRC Press,2013-12-19,Business Analytics,5.6
1292017430,Key Business Analytics,The 60+ Business Analysis Tools Every Manager Needs to Know,Bernard Marr,FT Press,2016-01-18,Business Analytics,4.22
9781119298588,Business Analytics for Managers,Taking Business Intelligence Beyond Reporting,"Gert H. N. Laursen, Jesper Thorlund",John Wiley & Sons,2016-11-07,Business Analytics,3.19
9781118572153,Data Mining and Business Analytics with R,,Johannes Ledolter,John Wiley & Sons,2013-05-28,Business Analytics,6.9
71807594,A PRACTITIONER'S GUIDE TO BUSINESS ANALYTICS: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy,,Randy Bartlett,McGraw-Hill Education,2013-02-05,Business Analytics,7.3
9783030870232,Business Analytics,Data Science for Business Problems,Walter R. Paczkowski,Springer Nature,2022-01-03,Business Analytics,4.55
9781484210017,Learn Business Analytics in Six Steps Using SAS and R,"A Practical, Step-by-Step Guide to Learning Business Analytics",Subhashini Sharma Tripathi,Apress,2016-12-19,Business Analytics,5.6
9781337225274,Business Analytics: Data Analysis & Decision Making,,"S. Christian Albright, Wayne L. Winston",Cengage Learning,2016-03-31,Business Analytics,4.22
1461404053,Business Analytics for Managers,,Wolfgang Jank,Springer,2011-08-10,Business Analytics,3.19
9781461443421,R for Business Analytics,,A Ohri,Springer Science & Business Media,2012-09-14,Business Analytics,6.9
9781119549840,Data Mining for Business Analytics,"Concepts, Techniques and Applications in Python","Galit Shmueli, Peter C. Bruce, Peter Gedeck, Nitin R. Patel",John Wiley & Sons,2019-11-05,Business Analytics,7.3
9781352007251,Business Analytics,A Management Approach,"Richard Vidgen, Sam Kirshner, Felix Tan",Red Globe Press,2019-10-09,Business Analytics,4.55
9781484205990,Interview Questions in Business Analytics,,Bhasker Gupta,Apress,2016-08-04,Business Analytics,5.6
9781484200438,Practical Business Analytics Using SAS,A Hands-on Guide,"Shailendra Kadre, Venkat Reddy Konasani",Apress,2015-02-07,Business Analytics,4.22
1133629601,Business Analytics: Data Analysis & Decision Making,,"S. Christian Albright, Wayne L. Winston",Cengage Learning,2014-02-28,Business Analytics,3.19
1484225139,Business Analytics Using R - A Practical Approach,,"Umesh Hodeghatta Rao, Umesh Nayak",Apress,2017-02-05,Business Analytics,6.9
9789082017939,An Introduction to Business Analytics,,Ger Koole,Lulu.com,2019-03-13,Business Analytics,7.3
9781461460800,Business Analytics,A Practitioner’s Guide,"Rahul Saxena, Anand Srinivasan",Springer Science & Business Media,2012-12-05,Business Analytics,4.55
9781118729274,Data Mining for Business Analytics,"Concepts, Techniques, and Applications with XLMiner","Galit Shmueli, Peter C. Bruce, Nitin R. Patel",John Wiley & Sons,2016-04-18,Business Analytics,5.6
1305627733,Essentials of Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann, David R. Anderson",Cengage Learning,2016-03-24,Business Analytics,4.22
9781119286554,Profit Driven Business Analytics,A Practitioner's Guide to Transforming Big Data into Added Value,"Wouter Verbeke, Bart Baesens, Cristian Bravo",John Wiley & Sons,2017-10-09,Business Analytics,3.19
9780071807609,A PRACTITIONER'S GUIDE TO BUSINESS ANALYTICS: Using Data Analysis Tools to Improve Your Organization’s Decision Making and Strategy,,Randy Bartlett,McGraw Hill Professional,2013-01-25,Business Analytics,6.9
9781118417089,Win with Advanced Business Analytics,Creating Business Value from Your Data,"Jean-Paul Isson, Jesse Harriott",John Wiley & Sons,2012-09-25,Business Analytics,7.3
9781439890707,Computational Business Analytics,,Subrata Das,CRC Press,2013-12-14,Business Analytics,4.55
1337406422,Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann, David R. Anderson",Cengage Learning,2018-03-08,Business Analytics,5.6
9780133552249,"Business Analytics Principles, Concepts, and Applications","What, Why, and How","Marc J. Schniederjans, Dara G. Schniederjans, Christopher M. Starkey",Pearson Education,2014-04-23,Business Analytics,4.22
9780470000000,Business Analytics for Managers,Taking Business Intelligence Beyond Reporting,"Gert Laursen, Jesper Thorlund",John Wiley & Sons,2010-07-13,Business Analytics,3.19
9781650000000,A Primer on Business Analytics,Perspectives from the Financial Services Industry,Yudhvir Seetharam,IAP,2022-01-01,Business Analytics,6.9
9781120000000,Machine Learning for Business Analytics,"Concepts, Techniques and Applications in RapidMiner","Galit Shmueli, Peter C. Bruce, Amit V. Deokar, Nitin R. Patel",John Wiley & Sons,2023-03-14,Business Analytics,7.3
9780130000000,Applied Business Analytics,"Integrating Business Process, Big Data, and Advanced Analytics",Nathaniel Lin,FT Press,2014-12-12,Business Analytics,4.55
9781320000000,Business Analytics,,Dinabandhu Bag,Routledge,2016-11-10,Business Analytics,5.6
9781480000000,RapidMiner,Data Mining Use Cases and Business Analytics Applications,"Markus Hofmann, Ralf Klinkenberg",CRC Press,2013-10-25,Business Analytics,4.22
9781120000000,Predictive Business Analytics,Forward Looking Capabilities to Improve Business Performance,"Lawrence Maisel, Gary Cokins",John Wiley & Sons,2013-09-26,Business Analytics,3.19
9781440000000,Getting Started with Business Analytics,Insightful Decision-Making,"David Roi Hardoon, Galit Shmueli",CRC Press,2013-03-26,Business Analytics,6.9
3319358405,Advanced Business Analytics,,"Fausto Pedro García Márquez, Benjamin Lev",Springer,2016-10-06,Business Analytics,7.3
9781340000000,Essentials of Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann, David R. Anderson",Cengage Learning,2016-03-24,Business Analytics,4.55
9780130000000,Business Analytics with Management Science Models and Methods,,Arben Asllani,FT Press,2014-11-17,Business Analytics,5.6
321997824,Business Analytics,"Methods, Models, and Decisions",James R. Evans,Pearson College Division,2014-12-30,Business Analytics,4.22
9781320000000,Sport Business Analytics,Using Data to Increase Revenue and Improve Operational Efficiency,"C. Keith Harrison, Scott Bukstein",CRC Press,2016-11-18,Business Analytics,3.19
9353287103,Business Analytics,Text and Cases,"Tanushri Banerjee, Arindam Banerjee",SAGE Publications Pvt. Limited,2019-12-15,Business Analytics,6.9
9781120000000,The Value of Business Analytics,Identifying the Path to Profitability,Evan Stubbs,John Wiley & Sons,2011-07-26,Business Analytics,7.3
9780357131787,Business Analytics,,"Jeffrey D. Camm, James J. Cochran, Michael J. Fry, Jeffrey W. Ohlmann",Cengage AU,2020-03-10,Business Analytics,4.55
9781800438842,Applications of Big Data and Business Analytics in Management,,"Sneha Kumari, K. K. Tripathy, Vidya Kumbhar",Emerald Group Publishing,2020-12-04,Business Analytics,5.6
9781118510582,Business Analysis For Dummies,,"Kupe Kupersmith, Paul Mulvey, Kate McGoey",John Wiley & Sons,2013-07-22,Business Analytics,4.22
9781118217801,"Healthcare Business Intelligence, + Website",A Guide to Empowering Successful Data Reporting and Analytics,Laura Madsen,John Wiley & Sons,2012-09-04,Business Analytics,3.19
9780320000000,Introduction to Business Analytics Using Simulation,,Jonathan P. Pinder,Academic Press,2022-02-06,Business Analytics,6.9
9783319727455,Recent Developments in Data Science and Business Analytics,Proceedings of the International Conference on Data Science and Business Analytics (ICDSBA- 2017),"Madjid Tavana, Srikanta Patnaik",Springer,2018-03-27,Business Analytics,7.3
9781953349750,"Introduction to Business Analytics, Second Edition",,"Marguerite L. Johnson, David L. Olson, Wesley S. Boyce",Business Expert Press,2020-12-14,Business Analytics,4.55
9781320000000,A User's Guide to Business Analytics,,"Ayanendranath Basu, Srabashi Basu",CRC Press,2016-08-19,Business Analytics,5.6
9781466565791,Big Data and Business Analytics,,Jay Liebowitz,CRC Press,2016-04-19,Business Analytics,4.22
9781120000000,Delivering Business Analytics,Practical Guidelines for Best Practice,Evan Stubbs,John Wiley & Sons,2013-01-30,Business Analytics,3.19
9780130000000,"Business Analytics Principles, Concepts, and Applications with SAS","What, Why, and How","Marc J. Schniederjans, Dara G. Schniederjans, Christopher M. Starkey",Pearson Education,2014-09-12,Business Analytics,6.9
1292009209,Business Intelligence and Analytics,"Systems for Decision Support, Global Edition","Ramesh Sharda, Efraim Turban, Dursun Delen",Pearson,2014-02-28,Business Analytics,7.3
148421384X,SAP Business Analytics,,Sudipa Dutta Roy,Apress,2017-02-01,Business Analytics,4.55
9798600000000,Business Analytics for Beginners and Dummies,A Managerial Perspective on Business Intelligence and Data Science,Lisa H Gregory Ph D,Independently Published,2021-01-18,Business Analytics,5.6
9781290000000,Key Business Analytics,The 60+ Business Analysis Tools Every Manager Needs To Know,Bernard Marr,Pearson UK,2016-02-10,Business Analytics,4.22
9781500000000,Managerial Decision Modeling,"Business Analytics with Spreadsheets, Fourth Edition","Nagraj (Raju) Balakrishnan, Barry Render, Ralph Stair, Charles Munson",Walter de Gruyter GmbH & Co KG,2017-08-07,Business Analytics,3.19
9781120000000,"Big Data, Big Analytics",Emerging Business Intelligence and Analytic Trends for Today's Businesses,"Michael Minelli, Michele Chambers, Ambiga Dhiraj",John Wiley & Sons,2013-01-22,Business Analytics,6.9
9788120348196,BUSINESS ANALYTICS,An application focus,PURBA HALADY RAO,PHI Learning Pvt. Ltd.,2013-07-29,Business Analytics,7.3
9780130000000,Business Intelligence Strategy and Big Data Analytics,A General Management Perspective,Steve Williams,Morgan Kaufmann,2016-04-08,Business Analytics,4.55
9781520000000,Business Analytics and Cyber Security Management in Organizations,,"Rajagopal, Behl, Ramesh",IGI Global,2016-11-17,Business Analytics,5.6
9789810000000,Strategic System Assurance and Business Analytics,,"P. K. Kapur, Ompal Singh, Sunil Kumar Khatri, Ajit Kumar Verma",Springer Nature,2020-06-19,Business Analytics,4.22
9781320000000,Business Analytics for Decision Making,,"Steven Orla Kimbrough, Hoong Chuin Lau",CRC Press,2018-09-03,Business Analytics,3.19
9781470000000,Encyclopedia of Business Analytics and Optimization,,"Wang, John",IGI Global,2014-02-28,Business Analytics,6.9
9811346143,Understanding the Role of Business Analytics,Some Applications,"Hardeep Chahal, Jeevan Jyoti, Jochen Wirtz",Springer,2019-10-20,Business Analytics,7.3
9781480000000,SAP Business Analytics,A Best Practices Guide for Implementing Business Analytics Using SAP,Sudipa DuttaRoy,Apress,2016-11-12,Business Analytics,4.55
9781120000000,Predictive Business Analytics,Forward Looking Capabilities to Improve Business Performance,"Lawrence Maisel, Gary Cokins",John Wiley & Sons,2013-10-07,Business Analytics,5.6
9811385777,"Computational Intelligence, Communications, and Business Analytics","Second International Conference, CICBA 2018, Kalyani, India, July 27–28, 2018, Revised Selected Papers","Jyotsna Kumar Mandal, Somnath Mukhopadhyay, Paramartha Dutta, Kousik Dasgupta",Springer,2019-06-25,Business Analytics,4.22
9781480000000,Business Analytics Using R - A Practical Approach,,"Umesh R Hodeghatta, Umesha Nayak",Apress,2016-12-27,Business Analytics,3.19
1138416517,Customer and Business Analytics,Applied Data Mining for Business Decision Making Using R,Daniel S. Putler,CRC Press,2017-07-03,Business Analytics,6.9
9781480000000,Big Data and Business Analytics,,Jay Liebowitz,CRC Press,2013-06-13,Business Analytics,7.3
9780130000000,The Complete Guide to Business Analytics (Collection),,"Thomas H. Davenport, Babette E. Bensoussan, Craig S. Fleisher",FT Press,2012-10-14,Business Analytics,4.55
9781440000000,Getting Started with Business Analytics,Insightful Decision-Making,"David Roi Hardoon, Galit Shmueli",CRC Press,2013-03-26,Business Analytics,5.6
9781500000000,Customer and Business Analytics,Applied Data Mining for Business Decision Making Using R,"Daniel S. Putler, Robert E. Krider",CRC Press,2015-09-15,Business Analytics,4.22
9788200000000,Business Analytics and Intelligence in Digital Era,,"Dr K. Kumuthadevi , Dr G Vengatesan, Dr Niraj Kumar",Alborear (OPC) Pvt. Ltd.,2022-12-30,Business Analytics,3.19
1606491865,Business Intelligence,Making Decisions Through Data Analytics,Jerzy Surma,Business Expert Press,2011-03-06,Business Analytics,6.9
1493942395,R for Business Analytics,,Ajay Ohri,Springer,2016-05-01,Business Analytics,7.3
9783030000000,Business and Consumer Analytics: New Ideas,,"Pablo Moscato, Natalie Jane de Vries",Springer,2019-05-30,Business Analytics,4.55
9783030000000,Computational Intelligence for Business Analytics,,"Witold Pedrycz, Luis Martínez, Rafael Alejandro Espin-Andrade, Gilberto Rivera, Jorge Marx Gómez",Springer Nature,2021-10-26,Business Analytics,5.6
9781490000000,Applied Sport Business Analytics,,"Christopher Atwater, Robert E. Baker, Ted Kwartler",Human Kinetics,2022-03-17,Business Analytics,4.22
9780120000000,Business Intelligence,The Savvy Manager's Guide,David Loshin,Newnes,2012-10-17,Business Analytics,3.19
9781120000000,Business Analytics for Sales and Marketing Managers,How to Compete in the Information Age,Gert H. N. Laursen,John Wiley & Sons,2011-03-16,Business Analytics,6.9
9811385807,"Computational Intelligence, Communications, and Business Analytics","Second International Conference, CICBA 2018, Kalyani, India, July 27–28, 2018, Revised Selected Papers","Jyotsna Kumar Mandal, Somnath Mukhopadhyay, Paramartha Dutta, Kousik Dasgupta",Springer,2019-06-26,Business Analytics,7.3
128091983,Business Intelligence Strategy and Big Data Analytics,A General Management Perspective,Steve Williams,Morgan Kaufmann,2016-05-15,Business Analytics,4.55
1780174284,Business Analyst,Careers in Business Analysis,Adrian Reed,"BCS, The Chartered Institute for IT",2018-07-18,Business Analytics,5.6
9781450000000,Data Science for Business,What You Need to Know about Data Mining and Data-Analytic Thinking,"Foster Provost, Tom Fawcett","""O'Reilly Media, Inc.""",2013-07-27,Business Analytics,4.22
9789810000000,Understanding the Role of Business Analytics,Some Applications,"Hardeep Chahal, Jeevan Jyoti, Jochen Wirtz",Springer,2018-09-14,Business Analytics,3.19
9781800000000,Handbook of Research on Foundations and Applications of Intelligent Business Analytics,,"Sun, Zhaohao, Wu, Zhiyou",IGI Global,2022-03-11,Business Analytics,6.9
80467768,The Profit Impact of Business Intelligence,,"Steve Williams, Nancy Williams",Elsevier,2010-07-27,Business Analytics,7.3
9781120000000,Business Analysis,Best Practices for Success,Steven P. Blais,John Wiley & Sons,2011-11-08,Business Analytics,4.55
9781000000000,Statistical Modelling and Sports Business Analytics,,"Vanessa Ratten, Ted Hayduk",Routledge,2020-05-11,Business Analytics,5.6
9783030000000,Computational Intelligence in Communications and Business Analytics,"Third International Conference, CICBA 2021, Santiniketan, India, January 7–8, 2021, Revised Selected Papers","Paramartha Dutta, Jyotsna K. Mandal, Somnath Mukhopadhyay",Springer Nature,2021-05-25,Business Analytics,4.22
9781140000000,Business Analytics,A Contemporary Approach,"Thomas W. Jackson, Steven Lockwood",Bloomsbury Publishing,2018-09-21,Business Analytics,3.19
9781140000000,Stats Means Business,"Statistics and Business Analytics for Business, Hospitality and Tourism","John Buglear, Adrian Castell",Taylor & Francis,2012-04-27,Business Analytics,6.9
9783640000000,Video Analytics for Business Intelligence,,"Caifeng Shan, Fatih Porikli, Tao Xiang, Shaogang Gong",Springer Science & Business Media,2012-04-07,Business Analytics,7.3
9781120000000,"Big Data, Big Innovation",Enabling Competitive Differentiation through Business Analytics,Evan Stubbs,John Wiley & Sons,2014-07-21,Business Analytics,4.55
9780120000000,Business Intelligence Guidebook,From Data Integration to Analytics,Rick Sherman,Newnes,2014-11-04,Business Analytics,5.6
1484213122,Disruptive Analytics,Charting Your Strategy for Next-Generation Business Analytics,Thomas W. Dinsmore,Apress,2016-08-28,Business Analytics,5.6
9781120000000,Profit Driven Business Analytics,A Practitioner's Guide to Transforming Big Data into Added Value,"Wouter Verbeke, Bart Baesens, Cristian Bravo",John Wiley & Sons,2017-09-22,Business Analytics,4.55
9781800000000,"Integration Challenges for Analytics, Business Intelligence, and Data Mining",,"Azevedo, Ana, Santos, Manuel Filipe",IGI Global,2020-12-11,Business Analytics,5.6
1285418689,Spreadsheet Modeling and Decision Analysis: A Practical Introduction to Business Analytics,,Cliff Ragsdale,Cengage Learning,2014-02-28,Business Analytics,4.22
9783320000000,Aligning Business Strategies and Analytics,Bridging Between Theory and Practice,"Murugan Anandarajan, Teresa D. Harrison",Springer,2018-09-27,Business Analytics,3.19
9781350000000,Mathematical Modeling for Business Analytics,,William P. Fox,CRC Press,2017-12-15,Business Analytics,6.9
9780130000000,The Applied Business Analytics Casebook,"Applications in Supply Chain Management, Operations Management, and Operations Research",Matthew J. Drake,FT Press,2013-10-09,Business Analytics,7.3
9783320000000,Enterprise Resource Planning and Business Intelligence Systems for Information Quality,An Empirical Analysis in the Italian Setting,"Carlo Caserio, Sara Trucco",Springer,2018-04-13,Business Analytics,4.55
9781000000000,Machine Learning for Business Analytics,Real-Time Data Analysis for Decision-Making,"Hemachandran K, Sayantan Khanra, Raul V. Rodriguez, Juan Jaramillo",CRC Press,2022-07-21,Business Analytics,5.6
470768487,Dealing with Dilemmas,Where Business Analytics Fall Short,Frank Buytendijk,John Wiley & Sons,2010-07-23,Business Analytics,4.22
9781520000000,Applying Business Intelligence Initiatives in Healthcare and Organizational Settings,,"Miah, Shah J., Yeoh, William",IGI Global,2018-07-13,Business Analytics,3.19
130594741X,Spreadsheet Modeling & Decision Analysis: A Practical Introduction to Business Analytics,,Cliff Ragsdale,Cengage Learning,2016-12-05,Business Analytics,6.9
9781370000000,Business Analytics: Step-by-Step Tutorial,,Narcyz Roztocki,Lulu.com,2016-11-05,Business Analytics,7.3
012411461X,Business Intelligence Guidebook,From Data Integration to Analytics,Rick Sherman,Morgan Kaufmann,2014-11-07,Business Analytics,4.55
9780810000000,Behind Every Good Decision,How Anyone Can Use Business Analytics to Turn Data into Profitable Insight,"Piyanka Jain, Puneet Sharma",AMACOM,2014-11-05,Business Analytics,5.6
9780130000000,"Business Analytics Principles, Concepts, and Applications with SAS","What, Why, and How","Marc J. Schniederjans, Dara G. Schniederjans, Christopher M. Starkey",Pearson Education,2014-10-07,Business Analytics,4.22
9781110000000,"Data Analysis for Business, Economics, and Policy",,"Gábor Békés, Gábor Kézdi",Cambridge University Press,2021-05-06,Business Analytics,3.19
9780070000000,"Successful Business Intelligence, Second Edition",Unlock the Value of BI & Big Data,Cindi Howson,McGraw Hill Professional,2013-11-05,Business Analytics,6.9
367426927,Statistical Modelling and Sports Business Analytics,,"Vanessa Ratten, Ted Hayduk",Routledge,2020-05-29,Business Analytics,7.3
9780750000000,Practical Text Analytics,Interpreting Text and Unstructured Data for Business Intelligence,Steven Struhl,Kogan Page Publishers,2015-07-03,Business Analytics,4.55
9813149299,Business Analytics,Progress on Applications in Asia Pacific,Jorge L. C. Sanz,World Scientific Publishing Company,2016-09-29,Business Analytics,5.6
9783030000000,"Digital Economy, Business Analytics, and Big Data Analytics Applications",,Saad G. Yaseen,Springer Nature,2022-10-28,Business Analytics,4.22
3658375981,Artificial Intelligence for Business Analytics,"Algorithms, Platforms and Application Scenarios",Felix Weber,Springer Vieweg,2023-01-26,Business Analytics,3.19
9780130000000,The Best Thinking in Business Analytics from the Decision Sciences Institute,,"Decision Sciences Institute, Merrill Warkentin",FT Press,2015-08-18,Business Analytics,6.9
9783320000000,Metaheuristics for Business Analytics,A Decision Modeling Approach,"Abraham Duarte, Manuel Laguna, Rafael Marti",Springer,2017-11-24,Business Analytics,7.3
1641720883,Business Analytics,"Principles, Concepts and Applications",Drew Bentley,Larsen and Keller Education,2019-06-26,Business Analytics,4.55
146659165X,A Users Guide to Business Analytics,,"Ayanendranath Basu, Srabashi Basu",Chapman and Hall/CRC,2016-03-15,Business Analytics,5.6
9780470000000,Business Intelligence For Dummies,,Swain Scheps,John Wiley & Sons,2008-01-10,Business Analytics,4.22
9780470000000,Knight's Microsoft Business Intelligence 24-Hour Trainer,,"Brian Knight, Devin Knight, Adam Jorgensen, Patrick LeBlanc, Mike Davis",John Wiley & Sons,2010-09-27,Business Analytics,3.19
9781520000000,Machine Learning Techniques for Improved Business Analytics,,"G., Dileep Kumar",IGI Global,2018-07-06,Business Analytics,6.9
9781120000000,Machine Learning for Business Analytics,"Concepts, Techniques, and Applications in R","Galit Shmueli, Peter C. Bruce, Peter Gedeck, Inbal Yahav Shenberger, Nitin R. Patel",John Wiley & Sons,2023-03-28,Business Analytics,7.3
9780130000000,Prescriptive Analytics,The Final Frontier for Evidence-Based Management and Optimal Decision Making,Dursun Delen,FT Press,2019-06-28,Business Analytics,4.55
1484287533,Practical Business Analytics Using R and Python,Solve Business Problems Using a Data-driven Approach,"Umesh R. Hodeghatta, Umesha Nayak",Apress,2023-01-27,Business Analytics,5.6
9780470000000,Business Intelligence,"Practices, Technologies, and Management","Rajiv Sabherwal, Irma Becerra-Fernandez",John Wiley & Sons,2013-02-19,Business Analytics,4.22
9781840000000,Handbook of Big Data Analytics,"Applications in ICT, Security and Business Analytics, Volume 2","Vadlamani Ravi, Aswani Kumar Cherukuri",IET,2021-07-09,Business Analytics,3.19
1974011364,Business Analytics Complete Self-assessment Guide,,Gerardus Blokdyk,Createspace Independent Publishing Platform,2017-07-28,Business Analytics,6.9
1774634198,Computing Predictive Analytics Business Intelligence and Economics,,Cyrus F. Nourani,Apple Academic Press,2021-03-31,Business Analytics,7.3
9780740000000,Complete Analytics with IBM DB2 Query Management Facility: Accelerating Well-Informed Decisions Across the Enterprise,,"Kristi Ramey, Mike Biere, Peter Richardson, Shawn Sullivan, Jeremy Weatherall, IBM Redbooks",IBM Redbooks,2012-08-20,Business Analytics,4.55
