id,title,subtitle,authors,publisher,published_date,category,distribution_expense
9783320000000,Fundamentals of Clinical Data Science,,"Pieter Kubben, Michel Dumontier, Andre Dekker",Springer,2018-12-21,data science,4.22
9082809176,Data Science for Decision Makers & Data Professionals,"Creating an Intelligent, Data-Driven Organization with AI, BI & Big Data",Eric Van Der Steen,Passionned Publishers,2021-03-15,data science,3.19
9781640000000,Think Like a Data Scientist,Tackle the data science process step-by-step,Brian Godsey,Simon and Schuster,2017-03-09,data science,6.9
9781640000000,Data Science Bookcamp,Five real-world Python projects,Leonard Apeltsin,Simon and Schuster,2021-12-07,data science,7.3
9781790000000,Hands-On Data Science for Marketing,Improve your marketing strategies with machine learning using Python and R,Yoon Hyup Hwang,Packt Publishing Ltd,2019-03-29,data science,4.55
149207294X,Practical Statistics for Data Scientists,50+ Essential Concepts Using R and Python,"Peter Bruce, Andrew Bruce, Peter Gedeck",O'Reilly Media,2020-06-09,data science,5.6
9781640000000,How to Lead in Data Science,,"Jike Chong, Yue Cathy Chang",Simon and Schuster,2021-12-28,data science,4.22
9783030000000,Data Science for Healthcare,Methodologies and Applications,"Sergio Consoli, Diego Reforgiato Recupero, Milan Petković",Springer,2019-02-23,data science,3.19
9781110000000,Information-Theoretic Methods in Data Science,,"Miguel R. D. Rodrigues, Yonina C. Eldar",Cambridge University Press,2021-04-08,data science,6.9
9780130000000,Neural Data Science,A Primer with MATLAB® and PythonTM,"Erik Lee Nylen, Pascal Wallisch",Academic Press,2017-02-24,data science,7.3
9783030000000,Data Science for Fake News,Surveys and Perspectives,"Deepak P, Tanmoy Chakraborty, Cheng Long, Santhosh Kumar G",Springer Nature,2021-04-29,data science,4.55
9781800000000,Practical Data Science with Python,Learn tools and techniques from hands-on examples to extract insights from data,Nathan George,Packt Publishing Ltd,2021-09-30,data science,5.6
9781120000000,The Real Work of Data Science,"Turning data into information, better decisions, and stronger organizations","Ron S. Kenett, Thomas C. Redman",John Wiley & Sons,2019-03-26,data science,4.55
9781840000000,Introduction to Data Science and Machine Learning,,"Keshav Sud, Pakize Erdogmus, Seifedine Kadry",BoD – Books on Demand,2020-03-25,data science,5.6
9781120000000,Data Science Using Python and R,,"Chantal D. Larose, Daniel T. Larose",John Wiley & Sons,2019-04-09,data science,4.22
9783030000000,Data Science for Public Policy,,"Jeffrey C. Chen, Edward A. Rubin, Gary J. Cornwall",Springer Nature,2021-09-01,data science,3.19
9781350000000,The Essentials of Data Science: Knowledge Discovery Using R,,Graham J. Williams,CRC Press,2017-07-28,data science,6.9
9789810000000,Data Science Concepts and Techniques with Applications,,"Usman Qamar, Muhammad Summair Raza",Springer Nature,2020-06-08,data science,7.3
9781120000000,Data Smart,Using Data Science to Transform Information into Insight,John W. Foreman,John Wiley & Sons,2013-10-31,data science,4.55
9780430000000,Advanced Data Science and Analytics with Python,,Jesus Rogel-Salazar,CRC Press,2020-05-05,data science,5.6
9789810000000,Trends of Data Science and Applications,Theory and Practices,"Siddharth Swarup Rautaray, Phani Pemmaraju, Hrushikesha Mohanty",Springer Nature,2021-03-21,data science,4.22
9781000000000,Data Science in Education Using R,,"Ryan A. Estrellado, Emily A. Freer, Jesse Mostipak, Joshua M. Rosenberg, Isabella C. Velásquez",Routledge,2020-10-26,data science,3.19
9780320000000,"Data Science, Analytics and Machine Learning with R",,"Luiz Paulo Favero, Patricia Belfiore, Rafael de Freitas Souza",Academic Press,2023-01-27,data science,6.9
9781000000000,Data Science and Machine Learning,Mathematical and Statistical Methods,"Dirk P. Kroese, Zdravko Botev, Thomas Taimre, Radislav Vaisman",CRC Press,2019-11-20,data science,7.3
9781490000000,Practical Data Science with SAP,Machine Learning Techniques for Enterprise Data,"Greg Foss, Paul Modderman","""O'Reilly Media, Inc.""",2019-09-18,data science,4.55
9783030000000,"Data Science: New Issues, Challenges and Applications",,"Gintautas Dzemyda, Jolita Bernatavičienė, Janusz Kacprzyk",Springer Nature,2020-02-13,data science,5.6
9781000000000,Data Science and Innovations for Intelligent Systems,Computational Excellence and Society 5.0,"Kavita Taneja, Harmunish Taneja, Kuldeep Kumar, Arvind Selwal, Eng Lieh Ouh",CRC Press,2021-10-01,data science,4.22
9783030000000,Algorithmic Governance and Governance of Algorithms,Legal and Ethical Challenges,"Martin Ebers, Marta Cantero Gamito",Springer Nature,2020-10-08,data science,3.19
9781490000000,Fundamentals of Data Visualization,A Primer on Making Informative and Compelling Figures,Claus O. Wilke,O'Reilly Media,2019-03-18,data science,6.9
9781450000000,Building Data Science Teams,,DJ Patil,"""O'Reilly Media, Inc.""",2011-09-15,data science,7.3
9781620000000,Build a Career in Data Science,,"Emily Robinson, Jacqueline Nolis",Manning Publications,2020-03-24,data science,4.55
9780430000000,Data Science,"Theory, Analysis and Applications","Qurban A Memon, Shakeel Ahmed Khoja",CRC Press,2019-09-26,data science,5.6
9781000000000,A Tour of Data Science,Learn R and Python in Parallel,Nailong Zhang,CRC Press,2020-11-11,data science,4.22
9783320000000,The Data Science Design Manual,,Steven S. Skiena,Springer,2017-07-01,data science,3.19
9781490000000,Agile Data Science 2.0,Building Full-Stack Data Analytics Applications with Spark,Russell Jurney,"""O'Reilly Media, Inc.""",2017-06-07,data science,6.9
9781490000000,Data Science at the Command Line,,Jeroen Janssens,"""O'Reilly Media, Inc.""",2021-08-17,data science,7.3
9781480000000,The Decision Maker's Handbook to Data Science,"A Guide for Non-Technical Executives, Managers, and Founders",Stylianos Kampakis,Apress,2019-11-26,data science,4.55
9781490000000,Deep Learning for Coders with fastai and PyTorch,,"Jeremy Howard, Sylvain Gugger","""O'Reilly Media, Inc.""",2020-06-29,data science,5.6
9781490000000,Python for Data Analysis,"Data Wrangling with Pandas, NumPy, and IPython",Wes McKinney,"""O'Reilly Media, Inc.""",2017-09-25,data science,4.22
9781840000000,Data Science Projects with Python,"A case study approach to successful data science projects using Python, pandas, and scikit-learn",Stephen Klosterman,Packt Publishing Ltd,2019-04-30,data science,3.19
9780260000000,Data Science,,"John D. Kelleher, Brendan Tierney",MIT Press,2018-04-13,data science,6.9
9781490000000,Learning to Love Data Science,"Explorations of Emerging Technologies and Platforms for Predictive Analytics, Machine Learning, Digital Manufacturing and Supply Chain Optimization",Mike Barlow,"""O'Reilly Media, Inc.""",2015-10-27,data science,7.3
9781450000000,Introduction to Machine Learning with Python,A Guide for Data Scientists,"Andreas C. Müller, Sarah Guido","""O'Reilly Media, Inc.""",2016-09-26,data science,4.55
9789390000000,Practical Data Science with Jupyter,"Explore Data Cleaning, Pre-processing, Data Wrangling, Feature Engineering and Machine Learning using Python and Jupyter (English Edition)",Prateek Gupta,BPB Publications,2021-03-01,data science,5.6
9781800000000,Handbook of Research on Applied Data Science and Artificial Intelligence in Business and Industry,,"Chkoniya, Valentina",IGI Global,2021-06-25,data science,4.22
9781450000000,Bad Data Handbook,Cleaning Up The Data So You Can Get Back To Work,Q. Ethan McCallum,"""O'Reilly Media, Inc.""",2012-11-07,data science,3.19
9781620000000,Data Science Bookcamp,Five Real-world Python Projects,Leonard Apeltsin,Simon and Schuster,2021-11-30,data science,6.9
367428199,R for Health Data Science,,"Ewen Harrison, Riinu Pius",CRC Press,2020-11-17,data science,7.3
1617291560,Practical Data Science with R,,"Nina Zumel, John Mount",Manning Publications,2014-04-10,data science,4.55
9780600000000,Head First Statistics,,Dawn Griffiths,"""O'Reilly Media, Inc.""",2008-08-26,data science,5.6
9781540000000,Data Science for Business With R,,"Jeffrey S. Saltz, Jeffrey M. Stanton",SAGE Publications,2021-02-14,data science,4.55
9781850000000,Big Data,"The Essential Guide to Work, Life and Learning in the Age of Insight","Viktor Mayer-Schonberger, Kenneth Cukier",Hachette UK,2013-03-14,data science,5.6
9781000000000,Data Science and Its Applications,,"Aakanksha Sharaff, G R Sinha",CRC Press,2021-08-18,data science,4.22
9781110000000,Data-Driven Science and Engineering,"Machine Learning, Dynamical Systems, and Control","Steven L. Brunton, J. Nathan Kutz",Cambridge University Press,2019-02-28,data science,3.19
9781680000000,A Common-Sense Guide to Data Structures and Algorithms,Level Up Your Core Programming Skills,Jay Wengrow,Pragmatic Bookshelf,2017-08-03,data science,6.9
9781000000000,Public Policy Analytics,Code and Context for Data Science in Government,Ken Steif,CRC Press,2021-08-19,data science,7.3
1484268695,Data Science Revealed,"With Feature Engineering, Data Visualization, Pipeline Development, and Hyperparameter Tuning",Tshepo Chris Nokeri,Apress,2021-03-21,data science,4.55
9781110000000,Data-Driven Science and Engineering,"Machine Learning, Dynamical Systems, and Control","Steven L. Brunton, J. Nathan Kutz",Cambridge University Press,2019-02-28,data science,5.6
1633430278,Think Like a Data Scientist,Tackle the Data Science Process Step-by-step,Brian Godsey,Manning Publications,2017-02-28,data science,4.22
9781490000000,High Performance Python,Practical Performant Programming for Humans,"Micha Gorelick, Ian Ozsvald",O'Reilly Media,2020-04-30,data science,3.19
9781000000000,Physics of Data Science and Machine Learning,,Ijaz A. Rauf,CRC Press,2021-11-17,data science,6.9
128112166,Data Science for Business and Decision Making,,"Luiz Paulo Fávero, Patrícia Belfiore",Academic Press,2019-03-08,data science,7.3
9780530000000,Learning How to Learn,How to Succeed in School Without Spending All Your Time Studying; A Guide for Kids and Teens,"Barbara Oakley, PhD, Terrence Sejnowski, PhD, Alistair McConville",Penguin,2018-08-07,data science,4.55
1727287320,Heard in Data Science Interviews,Over 650 Most Commonly Asked Interview Questions and Answers,Kal Mishra,Createspace Independent Publishing Platform,2018-10-03,data science,5.6
9781120000000,Responsible Data Science,,"Peter C. Bruce, Grant Fleming",John Wiley & Sons,2021-04-13,data science,4.22
9783030000000,Guide to Industrial Analytics,Solving Data Science Problems for Manufacturing and the Internet of Things,"Richard Hill, Stuart Berry",Springer Nature,2021-09-27,data science,3.19
1484251032,Practical DataOps,Delivering Agile Data Science at Scale,Harvinder Atwal,Apress,2019-12-10,data science,6.9
9781110000000,Mining of Massive Datasets,,"Jure Leskovec, Anand Rajaraman, Jeffrey David Ullman",Cambridge University Press,2014-11-13,data science,7.3
1498740006,The Essentials of Data Science: Knowledge Discovery Using R,,Graham Williams,CRC Press,2017-07-10,data science,4.55
9781390000000,The Anarchist Cookbook,,William Powell,"Lulu Press, Inc",2018-03-11,data science,5.6
9781450000000,Agile Data Science,Building Data Analytics Applications with Hadoop,Russell Jurney,"""O'Reilly Media, Inc.""",2013-10-15,data science,4.22
9780130000000,Predictive Analytics and Data Mining,Concepts and Practice with RapidMiner,"Vijay Kotu, Bala Deshpande",Morgan Kaufmann,2014-11-27,data science,3.19
9781120000000,Storytelling with Data,A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,John Wiley & Sons,2015-10-09,data science,6.9
9781650000000,Data Science Uncovering the Reality,IITians uncover how Data Science is transforming some of the world's biggest companies,"Pulkit Bansal, Kunal Kishore, Pankaj Gupta, Srijan Saket, Neeraj Kumar",Notion Press,2020-04-15,data science,7.3
9789390000000,DATA SCIENCE,,"Dr.Venkataramana Sarella, Mr. Sandeep Srivastava, Dr.K.Jamberi, Dr.Syed Khasim",GCS PUBLISHERS,2022-05-01,data science,4.55
9781840000000,Machine Learning for Algorithmic Trading,Predictive models to extract signals from market and alternative data for systematic trading strategies with Python,Stefan Jansen,Packt Publishing Ltd,2020-07-31,data science,5.6
3030433862,Data Science and Productivity Analytics,,"Vincent Charles, Juan Aparicio, Joe Zhu",Springer,2021-05-23,data science,4.22
9781480000000,Practical Data Science,A Guide to Building the Technology Stack for Turning Data Lakes into Business Assets,Andreas François Vermeulen,Apress,2018-02-21,data science,3.19
9781790000000,Introduction to Biomedical Data Science,,"Robert Hoyt, Robert Muenchen",Lulu.com,2019-11-25,data science,6.9
9780310000000,Roundtable on Data Science Postsecondary Education,A Compilation of Meeting Highlights,"National Academies of Sciences, Engineering, and Medicine, Division of Behavioral and Social Sciences and Education, Division on Engineering and Physical Sciences, Board on Science Education",National Academies Press,2020-10-02,data science,7.3
9789390000000,Data Science Fundamentals and Practical Approaches,,"Nandi Dr. Rupam Dr. Gypsy, Kumar Sharma",BPB Publications,2020-09-03,data science,4.55
9789390000000,Data Science for Business Professionals,A Practical Guide for Beginners (English Edition),Probyto Data Science and Consulting Pvt. Ltd.,BPB Publications,2020-05-06,data science,5.6
9783320000000,Data Science and Digital Business,,"Fausto Pedro García Márquez, Benjamin Lev",Springer,2019-01-04,data science,4.22
9781490000000,Data Science from Scratch,First Principles with Python,Joel Grus,O'Reilly Media,2019-04-12,data science,3.19
9783110000000,Data Science for Supply Chain Forecasting,,Nicolas Vandeput,Walter de Gruyter GmbH & Co KG,2021-03-22,data science,6.9
9781460000000,Applied Spatial Data Analysis with R,,"Roger S. Bivand, Edzer Pebesma, Virgilio Gómez-Rubio",Springer Science & Business Media,2013-06-21,data science,7.3
9781350000000,Data Science and Analytics with Python,,Jesus Rogel-Salazar,CRC Press,2018-02-05,data science,4.55
9781120000000,Smarter Data Science,Succeeding with Enterprise-Grade Data and AI Projects,"Neal Fishman, Cole Stryker",John Wiley & Sons,2020-06-03,data science,5.6
9789390000000,Data Science with Machine Learning,,Narayanan Vishwanathan,BPB Publications,2019-09-20,data science,4.55
